#numero,fecha,importe,tercero,beneficiario,descripcion,programa
F/2017/2146 ,2017-02-09,14841.51,B15398902,IDEA CREATIVIDAD Y COMUNICACION S L,"Campaña ""Activa o Deporte"". Inserción en La Voz de Galicia A Coruña. Formato 5 módulos. Dias 21 de diciembre y 11 de ene ",922 - COORDINACIÓN Y ORGANIZACIÓN INSTITUCIONAL DE ENTID. LOCALES 
F/2017/2147 ,2017-02-09,733.65,B15398902,IDEA CREATIVIDAD Y COMUNICACION S L,Campaña Renda Social. Inserción en la revista Todo Deporte. Formato pág. completa. mes de enero.1 de enero de 2017 / Ser ,922 - COORDINACIÓN Y ORGANIZACIÓN INSTITUCIONAL DE ENTID. LOCALES 
F/2017/2148 ,2017-02-09,110.59,*,[Anonimizado]*,FAC. 2017-51 REPARACION VEHICULO POLICIA LOCAL MATRICULA 4642 GYG ,132 - SEGURIDAD Y ORDEN PÚBLICO. 
F/2017/2149 ,2017-02-09,1606.63,*,[Anonimizado]*,FAC. 2017-52 REPARACION VEHICULO POLICIA LOCAL MATRICULA 4759 HDH ,132 - SEGURIDAD Y ORDEN PÚBLICO. 
F/2017/2153 ,2017-02-09,1324.95,B70487863,PORTALES DE GALICIA AUTOMATICOS SL,"FRA. A 170102, REPARACION DE PUERTA EN LA ESTACION DE AUTOBUSES  ",440 - ADMINISTRACIÓN GENERAL DEL TRANSPORTE. 
F/2017/2155 ,2017-02-09,391.8,*,[Anonimizado]*,"FAC. 1, PUBLICACIÓNS PERIÓDICAS PARA BIBLIOTECA ÁGORA, XANEIRO/17 ",[ANTICIPO DE CAJA]
F/2017/2156 ,2017-02-09,165.23,B15126170,GALMEDIC SUMINISTROS MEDICOS SL,PIPETA AUT. 2-20 UL LANPETTE ECO / BOLSA MATERIAL CONTAMINADO 20X30 B/100 ,[ANTICIPO DE CAJA]
F/2017/2157 ,2017-02-09,487.84,B15126170,GALMEDIC SUMINISTROS MEDICOS SL,RENOVACION OXIGENO Y CONSUMIBLES DEL MALETIN EMERGENCIA REANIVAC II / RECARGA 02 BOTELLA 400L REANIVAC / TUBO GUEDEL EST ,[ANTICIPO DE CAJA]
F/2017/2158 ,2017-02-09,120.0,*,[Anonimizado]*,"FRA: IN70793_Suscripcion COSITAL NETWORK para a Intervencion Xeral, anualidade 2017 ",[ANTICIPO DE CAJA]
F/2017/2159 ,2017-02-09,1306.78,B80967284,IMAN CLEANING SL,"IMPUTACION DA FRA. 0020160112 AO EXERCICIO 2017, DECEMBRO 2016, SERVIZO DE LIMPEZA CENTRO CIVICO SAN PEDRO DE VISMA ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/2161 ,2017-02-09,235.95,*,[Anonimizado]*,"FAC. 05/2017, ADAPTACION PROGRAMA MENSUAL CULTURA A VINILO ESCAPARATE CASA PAREDES, FEBREIRO/17 ",334 - PROMOCIÓN CULTURAL. 
F/2017/2162 ,2017-02-09,1784.9,B15537616,OBRAS RAMON COTELO S.L,FACT. Emit- 99 Reparación de los vidrios del lucernario del Palacio Municipal ,[ANTICIPO DE CAJA]
F/2017/2163 ,2017-02-09,480.37,B15537616,OBRAS RAMON COTELO S.L,Fact. Emit- 100 Reparación de los desconchados del suelo de la primera planta del Palacio Municipal ,[ANTICIPO DE CAJA]
F/2017/2164 ,2017-02-09,2870.12,B15232960,GALICIA COMUNICACION G Y C S L,FRA Emit-00 0014 DESEÑO E ARTES FINAIS CANDIDATURA TALL SHIPS RACE 2020 ,341 - PROMOCIÓN Y FOMENTO DEL DEPORTE. 
F/2017/2165 ,2017-02-09,720.0,B15534290,COLEGIO MONTEGRANDE SL,"FRA. E 43, XANEIRO, PROGRAMA BOLSAS COMEDOR COLEXIO MONTEGRANDE ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/2167 ,2017-02-09,524.65,A15717606,VSM SISTEMAS CORUÑA S A,"FACT. Rect.CO 000697 ALQUILER DE FOTOCOPIADORA Y COPIAS REALIZADAS EN REPROGRAFIA, ENERO 2017 ",920 - ADMINISTRACIÓN GENERAL . 
F/2017/2168 ,2017-02-09,338.01,B27141159,LIMPERGAL SL,"FRA. 1 49333/2017 LIMPEZA DO CIM, DO 1 AO 14 DE DECEMBRO DE 2016 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/2169 ,2017-02-09,653.4,B70194154,GRAFICAS ORZAN SL,"FRA. A- 17051, SUMINISTRO DE DIVERSOS TALONARIOS DE 10 JUEGOS PARA LA POLICIA LOCAL  ",132 - SEGURIDAD Y ORDEN PÚBLICO. 
F/2017/2170 ,2017-02-09,46.51,A83140012,DRAGER  SAFETY HISPANIA SA,"FRA. VFO15157878, REPARACION DE ALCOTEST DE POLICIA LOCAL       ",132 - SEGURIDAD Y ORDEN PÚBLICO. 
F/2017/2171 ,2017-02-10,74.4,A10005510,VIAJES HALCON S A,FRA: 117000046556_GASTOS ALOXAMENTO DESPRAZAMENTO A SANTANDER DE MIGUEL A.MARTIN FDEZ OS DIAS 8 E 9 DE FEBREIRO DE 2017 ,920 - ADMINISTRACIÓN GENERAL . 
F/2017/2172 ,2017-02-10,22092.95,A65067332,GAS NATURAL SUR SDG SA,"FACTURA Nº FE16137012869233, SUMINISTRO ENERGÍA A TANTO ALZADO SEPTIEMBRE 2016 ",165 - ALUMBRADO PÚBLICO. 
F/2017/2173 ,2017-02-10,24503.04,A65067332,GAS NATURAL SUR SDG SA,"FACTURA Nº FE16137012869234 SUMINISTRO ENERGÍA A TANTO ALZADO, OCTUBRE 2016 ",165 - ALUMBRADO PÚBLICO. 
F/2017/2192 ,2017-02-10,21559.74,A65067332,GAS NATURAL SUR SDG SA,"FACTURA Nº FE 16137012230665, SUMINISTRO ENERGÍA TANTO ALZADO AGOSTO 2016 ",165 - ALUMBRADO PÚBLICO. 
F/2017/2457 ,2017-02-10,244.0,*,[Anonimizado]*,FRA 20170000000000114 USO TEMPORAL DE MATERIAL DEPORTIVO DE ATLETISMO CAMPIONATO GALICIA ABSOLUTO PISTA CUBERTA (04/2/17 ,341 - PROMOCIÓN Y FOMENTO DEL DEPORTE. 
F/2017/2466 ,2017-02-10,244.0,*,[Anonimizado]*,FRA 20170000000000115 USO DE MATERIAL DEPORTIVO DE ATLETISMO PARA CAMPIONATO GALEGO ATLETISMO (28-29/01/2017) ,341 - PROMOCIÓN Y FOMENTO DEL DEPORTE. 
F/2017/2472 ,2017-02-10,244.0,*,[Anonimizado]*,FRA 20170000000000116 USO DE MATERIAL DEPORTIVO DE ATLETISMO PARA CAMPIONATO GALEGO ATLETISMO (7-8/01/2017) ,341 - PROMOCIÓN Y FOMENTO DEL DEPORTE. 
F/2017/2578 ,2017-02-10,49717.13,U70390893,CONSTRUCCIONES LOPEZ CAO Y EPTISA SERVICIOS DE INGENIERIA SL,"FACTURA 00 00.0001/17, CERTIF. 36, ENERO, SERVICIO DE REPARACION DE DESPERFECTOS EN LA DE SANEAMIENTO DE A CORUÑA ",160 - ALCANTARILLADO 
F/2017/2579 ,2017-02-10,342.16,B27141159,LIMPERGAL SL,"FACTURA Nº 1 49871/2017, Mantenimiento de limpieza del Servicio de Urbanismo del 30 al 31 de Diciembre de 2016 ","151 - URBANISMO: PLANEAMIENTO, GESTIÓN, EJECUCIÓN Y DISCIPLINA URB "
F/2017/2580 ,2017-02-10,25644.52,A65067332,GAS NATURAL SUR SDG SA,FACTURA Nº FE16137012869235 SUMINISTRO ENERGÍA A TANTO ALZADO NOVIEMBRE DE 2016 ,165 - ALUMBRADO PÚBLICO. 
F/2017/2581 ,2017-02-10,371.24,B15084163,SPEEDWAY NAUTICA SL,"FRA. Emit- 60, REPARACION MOTO AGUA YAMAHA MODELO JF180 GN CON FOLIO 8ª CO-1-14 DE BOMBEROS ",136 - SERVICIO DE PREVENCIÓN Y EXTINCIÓN DE INCENDIOS 
F/2017/2585 ,2017-02-10,244.38,*,[Anonimizado]*,FRA.Nº 34323 SERIE A SUBMINISTRACION MANUAL NOVEDADES NO PROCEDEMENTO E MANUAL O PROCEDEMENTO ADMVO SANCIONADOR ,493 - PROTECCIÓN DE CONSUMIDORES Y USUARIOS 
F/2017/2586 ,2017-02-10,140.36,B15671159,REPARTOS GALICIA SL,FRA.Nº 690 SERIE 2016 REPARTO 2500 DIPTICOS DA XORNADA SOBRE PROMOCION DO EMPREGO REALIZADA O 3-4 NOVEMBRO 2016 ,241 - FOMENTO DEL EMPLEO. 
F/2017/2587 ,2017-02-10,210.42,B70184445,LUGAMI ARTES GRAFICAS SL,"FRA. Emit- 17478, CUADRÍPTICOS PARA CONCERTOS DA BANDA MUNICIPAL ",3343 - BANDA MUNICIPAL DE MÚSICA 
F/2017/2590 ,2017-02-10,109623.83,U47742283,VALORIZA SERVICIOS MEDIOAMBIENTALES SA SOGESEL DESARROLLO Y GESTION SL UTE GRUA A CORUÑA,"F. A-17-H479177-000004 29, SERVICIO RETIRADA, INMOVILIZAC Y DEPÓSITO VEHÍCULOS ESTACIONADOS EN VÍA PÚBLICA, ENERO 2017 ",133 - ORDENACIÓN DEL TRÁFICO Y DEL ESTACIONAMIENTO. 
F/2017/2591 ,2017-02-10,973.4,A28003119,COMPAÑIA ESPAÑOLA DE PETROLEOS SAU,"FRA. 1117059713. 1117059713, SUBMINISTRO DE GASOLEO C PARA CENTRO CIVICO SAGRADA FAMILIA O 06/02/2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/2593 ,2017-02-10,77.8,*,[Anonimizado]*,"FRA. A 34358, FONDOS PARA BIBLIOTECA ÁGORA ",[ANTICIPO DE CAJA]
F/2017/2598 ,2017-02-10,13037.8,A61562898,ASTRA SISTEMAS SA,"FACT. U 0001091 SERVICIO DE VIGILANCIA EN EL MONTE DE SAN PEDRO, ENERO 2016 ",1729 - PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE. OTROS 
F/2017/2599 ,2017-02-10,86.72,*,[Anonimizado]*,RECIBO D0248459. INSERCIÓN ANUNCIO DOG LISTADO SUBVENCIONES MUNICIPALES A LA REHABILITACION INMUEBLES 2016  ,[ANTICIPO DE CAJA]
F/2017/2600 ,2017-02-10,849.07,B15635808,JET MACHINE COMPUTERS S L  JMC INFORMATICA,FUNDA TELEFONO / Programa Paralell / Puntero Samsung / Grabador Medioambiente / Teclado + Raton Logitech Wireless / Caja ,926 - COMUNICACIONES INTERNAS. 
F/2017/2601 ,2017-02-10,2576.13,B15547979,JARDINERIA ARCE S L,"FRA, 01 0100083-17 MTO. ZONAS AXARDINADAS PARQUE ADOLFO SUÁREZ (21-31 DEC) ",171 - PARQUES Y JARDINES. 
F/2017/2602 ,2017-02-10,7260.0,B15547979,JARDINERIA ARCE S L,FRA. Nº 01 0100086-17. XANEIRO 2017. MANTEMENTO ZONAS VERDES PARQUE ADOLFO SUAREZ ,171 - PARQUES Y JARDINES. 
F/2017/2605 ,2017-02-10,1113.2,B96113683,SIDEP ESPAÑA SL,"FRA. Emit- 12, ETIQUETAS ANTIFURTO PARA BIBLIOTECAS MUNICIPAIS ",3321 - BIBLIOTECAS PÚBLICAS 
F/2017/2606 ,2017-02-10,1806.21,B09346453,ARASTI BARCA MA SL,"IMPUTACION DA FRA. 2017- 70 AO EXERCICIO 2017, DECEMBRO 2016, IMP. E DES. ACC. FORM. PERSOAS USUARIAS AULA CEMIT ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/2608 ,2017-02-10,288.89,A28368132,COFELY ESPAÑA SA,"FRA.Nº 0000003154 SERIE 2017 XANEIRO/17 MANTEMENTO INSTALACION CALEFACCION E AUGA QUENTE, CALDEIRAS,DISTRIBUCIONS... ",241 - FOMENTO DEL EMPLEO. 
F/2017/2609 ,2017-02-10,160.63,E70017850,IMPRENTA LA CIUDAD CB,"FAC. 2/000024, SUMINISTRO DE MATERIAL DE PAPELERÍA PARA INSTITUTO JOSÉ CORNIDE ",3323 - INSTITUTO JOSE CORNIDE 
F/2017/2610 ,2017-02-10,48.29,*,[Anonimizado]*,FRA. 1/01 PRENSA DIARIA PARA URBANISMO. ENERO/17 ,[ANTICIPO DE CAJA]
F/2017/2611 ,2017-02-10,127.36,E70017850,IMPRENTA LA CIUDAD CB,"FAC. 1/000023, SUMINISTRO DE MATERIAL DE PAPELERÍA PARA INSTITUTO JOSÉ CORNIDE ",3323 - INSTITUTO JOSE CORNIDE 
F/2017/2612 ,2017-02-10,45.99,*,[Anonimizado]*,FRA. 1/12 PRENSA DIARIA PARA URBANISMO. DICIEMBRE/16 ,[ANTICIPO DE CAJA]
F/2017/2614 ,2017-02-10,3196.0,B82773615,SOIL RECOVERY SL,"FACT. IA-17- 0038 SERVICIO DE LIMPIEZA DEPENDENCIAS MUNICIPALES EN CUATRO CAMINOS, ENERO 2017 ",920 - ADMINISTRACIÓN GENERAL . 
F/2017/2616 ,2017-02-10,206.03,A15056393,TORCULO COMUNICACION GRAFICA SA,"FRA. 1 170000312, POLIPTICO 5 PALAS POETAS DIVERSOS  ",334 - PROMOCIÓN CULTURAL. 
F/2017/2617 ,2017-02-10,1984.0,*,[Anonimizado]*,"FRA. 2017/001, XANEIRO, PROGRAMA BOLSAS COMEDOR COLEXIO FRANCISCANOS ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/2618 ,2017-02-10,16331.53,A15008485,ARIAS INFRAESTRUCTURAS SA,factura M15 2017 01 015 DE OBRAS DE REPOSICIÓN DE PAVIMENTO EN CALLE HOGAR CALVO SOTELO Y FCO.L RODRIGUEZ OTERO ,1532 - PAVIMENTACIÓN DE VÍAS PÚBLICAS 
F/2017/2619 ,2017-02-10,72.6,*,[Anonimizado]*,"FAC. 4/01, CONFERENCIA PROGRAMA BIBLIOTECA VERDE NA BIBLIOTECA CASTRILLÓN O 25/01/17 ",3321 - BIBLIOTECAS PÚBLICAS 
F/2017/2620 ,2017-02-10,65.07,H70387659,CP PLAZA FABRICA DE TABACOS NUMERO 6,"FAC. 108/4/43 CUOTA COMUNIDAD FABRICA DE TABACOS, 6 - 2º B, FEBRERO/16 ",[ANTICIPO DE CAJA]
F/2017/2621 ,2017-02-10,19.74,A59919480,IMAN SEGURIDAD SA,"FRA. 0057170022-1, PARTE PROPORCIONAL CUOTA DE CONEXION A CRA AB 1435 CS ÁGORA (TRAMO 01-01-2017 AL 30-01-2017) ",334 - PROMOCIÓN CULTURAL. 
F/2017/2622 ,2017-02-11,150.42,A80298839,REPSOL COMERC P PETROL S.A,"FRA. 5731091386, GASOLINA 95 AASS EXENTO PARA EMBARCACION GRUPO RESCATE ACUATICO SEISMAR DE BOMBEROS ",920 - ADMINISTRACIÓN GENERAL . 
F/2017/2623 ,2017-02-12,400.0,A15127137,A PONTE PASAXE SAL,"FRA. 98, XANEIRO, PROGRAMA BOLSAS COMEDOR COLEXIO A PONTE PASAXE ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/2625 ,2017-02-13,3291.2,B36651487,GALAICONTROL S L,"FACTURA Nº 2017 00047010, ABONO REDACCION INFORME GEOTECNICO CONSTRUCCIÓN TECHO ABIERTO EN PLAZA ELÍPTICA LOS ROSALES ",920 - ADMINISTRACIÓN GENERAL . 
F/2017/2626 ,2017-02-13,10.94,A15020522,AUTOPISTAS DEL ATLANTICO C E S A,FRA Nº 1701000002 Peajes AP-9 Enero de 2017 URBANISMO ,[ANTICIPO DE CAJA]
F/2017/2628 ,2017-02-13,119.25,A15108921,SUPER PAPEL SA,"FRA. A17 338, MATERIAL DE OFICINA PARA BIBLIOTECA ROSALES ",[ANTICIPO DE CAJA]
F/2017/2629 ,2017-02-13,293.12,B15544398,DROGALLEGA SL,GUANTES DE LATEX CON POLVO TALLA PEQUEÑA C/100 / GUANTES DE LATEX CON POLVO TALLA MEDIANA C/100 / TEST DUREZA TOTAL ENVA ,[ANTICIPO DE CAJA]
F/2017/2630 ,2017-02-13,117.61,B15745144,SUMINISTROS CURROS SL,TUBO INOX 155 X 2 / VARILLA 3mm INOX / ELECTRODO INOX 2.5  ,[ANTICIPO DE CAJA]
F/2017/2631 ,2017-02-13,2171.13,B70485628,SERVICIOS HOSTELERIA OLLOMOL SL,"FRA. 2017/02, XANEIRO, SERVIZO DE COMIDAS CENTRO CIVICO DE MONTE ALTO ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/2633 ,2017-02-13,435.75,B70273065,LIMPIEZAS Y MANTENIMIENTOS DE CORUÑA SL,"FACT. 2017 30 SERVICIO DE LIMPIEZA EN EL TEAM, ENERO 2017 ",933 - GESTIÓN DEL PATRIMONIO. 
F/2017/2634 ,2017-02-13,301.65,*,[Anonimizado]*,Fact. 056 Suministro de prensa diaria del  13/01/2017 al 19/01/2017 ,[ANTICIPO DE CAJA]
F/2017/2635 ,2017-02-13,297.15,*,[Anonimizado]*,Fact. 057 Suministro de prensa diaria del  20/01/2017 al 26/01/2017 ,[ANTICIPO DE CAJA]
F/2017/2636 ,2017-02-13,306.05,*,[Anonimizado]*,Fact. 058 Suministro de prensa diaria del  27/01/2017 al 02/02/2017 ,[ANTICIPO DE CAJA]
F/2017/2637 ,2017-02-13,306.3,*,[Anonimizado]*,Fact. 059 Suministro de prensa diaria del  03/02/2017 al 09/02/2017 ,[ANTICIPO DE CAJA]
F/2017/2639 ,2017-02-13,1297.78,A28007748,ALLIANZ COMPAÑIA DE SEGUROS Y REASEGUROS S A,FRA. Nº AZCB- 240. SEGURO VIAXEIROS ELEVADOR PANORAMICO. 2017 ,1729 - PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE. OTROS 
F/2017/2640 ,2017-02-13,26317.15,B09346453,ARASTI BARCA MA SL,"FRA. 2017- 43, XANEIRO, SERVIZO DE ACTIVIDADES DE PREVENCION E COOPERACION SOCIAL EN CENTROS CIVICOS MUNICIPAIS ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/2641 ,2017-02-13,83.19,A84149566,EIVAR OBRAS E INGENIERIA S A,FRA/ F/17-005657 SERVICIO DE MANTENIMIENTO DE EXTINTORES  VIVIENDAS EL CARMEN. VIVIENDA Y REHABILITACION ,1522 - CONSERVACIÓN Y REHABILITACIÓN DE LA EDIFICACIÓN 
F/2017/2642 ,2017-02-13,60.65,A61351276,ALIANZAS Y SUBCONTRATAS SA,"FACT.  0001170032 AMPLIACION SERVICIO ORDENANZA EN EL FORUM METROPOLITANO, ENERO 2017 ",933 - GESTIÓN DEL PATRIMONIO. 
F/2017/2643 ,2017-02-13,34.4,*,[Anonimizado]*,"FAC. 2308, XANEIRO, SUBMINISTRO DE PRENSA PARA CENTRO CIVICO CASTRILLON ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/2644 ,2017-02-13,357.35,*,[Anonimizado]*,"FAC. 2309, PUBLICACIÓNS PERIÓDICAS PARA BIBLIOTECA CASTRILLÓN, XANEIRO/17 ",[ANTICIPO DE CAJA]
F/2017/2646 ,2017-02-13,18.15,A15108921,SUPER PAPEL SA,Fact. A17 143 Suministro de rollo 3D para Interior ,[ANTICIPO DE CAJA]
F/2017/2647 ,2017-02-13,370.39,A15857881,INTEGRACIONES TECNICAS DE SEGURIDAD S A,"IMPUTACION FRA.Nº IT17 1 AO EXERCICIO 2017, SERVIZO DE MANTEMENTO DO SISTEMA ANTIFURTO BIBLIOTECAS 4º TRIMESTRE 16 ",3321 - BIBLIOTECAS PÚBLICAS 
F/2017/2648 ,2017-02-13,106.55,A15857881,INTEGRACIONES TECNICAS DE SEGURIDAD S A,"IMPUTACIÓN FRA. IT17 2 AO EXERCICIO 2017, SERVIZO MANTEMENTO EXTINTORES BIBLIOTECAS MUNICIPAIS, DECEMBRO 2016 ",3321 - BIBLIOTECAS PÚBLICAS 
F/2017/2649 ,2017-02-13,106.55,A15857881,INTEGRACIONES TECNICAS DE SEGURIDAD S A,"FRA. IT17 3, SERVIZO DE MANTEMENTO DE EXTINTORES NAS BIBLIOTECAS MUNICIPAIS, XANEIRO 2017 ",3321 - BIBLIOTECAS PÚBLICAS 
F/2017/2653 ,2017-02-13,349.69,B15897176,ALTERNATIVAS ELECTRICAS S L,"FRA. 53, REPARACION DE EQUIPO DE SON CENTRO CIVICO CIDADE VELLA O 30/01/2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/2654 ,2017-02-13,89.73,B15897176,ALTERNATIVAS ELECTRICAS S L,"FRA. 54, REPARACION DE ALUMBRADO EN CENTRO CIVICO DE SAN DIEGO O 20/01/2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/2656 ,2017-02-13,2268.75,B15066392,CELTA INGENIEROS S L,FRA. Nº VFA17020155.  XANEIRO 2017. MANTEMENTO REDES DE VIXILANCIA CALIDADE DO AIRE ,"1721 - PROTECCIÓN CONTRA LA CONTAMINACIÓN ACÚSTICA, LUMÍNICA Y ATMO "
F/2017/2658 ,2017-02-14,327.21,A10005510,VIAJES HALCON S A,FRA:117000051093_GASTOS LOCOMOCION POR DESPRAZAMENTO A ZARAGOZA DE RUBEN CID FDEZ. O 9 E 10 DE FEBREIRO DE 2017 ,920 - ADMINISTRACIÓN GENERAL . 
F/2017/2659 ,2017-02-14,61.74,A10005510,VIAJES HALCON S A,FRA:117000051082_GASTOS ALOXAMENTO POR DESPRAZAMENTO A ZARAGOZA DE RUBEN CID FDEZ. O 9 E 10 DE FEBREIRO DE 2017 ,920 - ADMINISTRACIÓN GENERAL . 
F/2017/2747 ,2017-02-14,183.92,A83525899,AVANZA EXTERNALIZACION DE SERVICIOS SA,"FRA. avanzfv 17010126, SERVIZO ASISTENCIA PÚBLICO E ACOMODACIÓN TEATRO ROSALÍA PROYECCIÓN PELÍCULA MIMOSAS (04/01/17) ",334 - PROMOCIÓN CULTURAL. 
F/2017/2748 ,2017-02-14,453.75,A83525899,AVANZA EXTERNALIZACION DE SERVICIOS SA,FACT. avanzfv 17010123 SERVICIO DE ATENCIÓN AL PÚBLICO VISITANTE DEL NACIMIENTO ARTISTICO DEL 2 AL 6 DE ENERO DE 2017 ,920 - ADMINISTRACIÓN GENERAL . 
F/2017/2749 ,2017-02-14,1270.5,A83525899,AVANZA EXTERNALIZACION DE SERVICIOS SA,FACT. avanzfv 17010070 SERV. DE ATENCIÓN AL PÚBLICO VISITANTE DEL NACIMIENTO ARTISTICO DEL 15/23 Y DEL 26/ 30 DE DIC/16 ,920 - ADMINISTRACIÓN GENERAL . 
F/2017/2757 ,2017-02-14,4923.83,B82846833,ENDESA INGENIERIA S L U,"FACTURA Nº _17FEV-000 116, ENERO 2017, SOLUCIÓNDE MOVILIDAD ELÉCTRICA  ",920 - ADMINISTRACIÓN GENERAL . 
F/2017/2799 ,2017-02-14,128.24,B15823156,CANEDA ELECTRICIDAD SL,FILTRO DE ACEITE REF: 28/11472850 / FILTRO DE AIRE REF: 28/11473950 ,[ANTICIPO DE CAJA]
F/2017/2807 ,2017-02-14,128.78,B08658601,ENTIDAD COLABORADORA DE LA ADMON SL UNIPERSONAL,FACT. 17762848 INSPECCIÓN PERIÓDICA DE  LOS ASCENSORES SITOS EN DURAN LORIGA 10 ,920 - ADMINISTRACIÓN GENERAL . 
F/2017/2812 ,2017-02-14,1616.56,A15000227,COMPAÑIA DE TRANVIAS DE LA CORUÑA SA,FRA:17- 16_4 pases de libre circulación para transporte urbano para  os axentes executivos do Dpto. de Recadación ,931 - POLÍTICA ECONÓMICA Y FISCAL. 
F/2017/2813 ,2017-02-14,808.28,A15000227,COMPAÑIA DE TRANVIAS DE LA CORUÑA SA,FRA: 17- 17_2 PASES DE LIBRE CIRCULACION NO TRANSPORTE URBANO PARA NOTIFICADORES DO DEPARTAMENTO DE INSPECCION (X.TRIB.) ,931 - POLÍTICA ECONÓMICA Y FISCAL. 
F/2017/2814 ,2017-02-14,808.28,A15000227,COMPAÑIA DE TRANVIAS DE LA CORUÑA SA,"FACTURA Nº 17 - 19, Importe de 2 pases de libre circulación para el transporte urbano de personal municipal ",920 - ADMINISTRACIÓN GENERAL . 
F/2017/2815 ,2017-02-14,1212.42,A15000227,COMPAÑIA DE TRANVIAS DE LA CORUÑA SA,"FACTURA Nº 17-18, 3 pases de libre circulación para el transporte urbano de personal municipal en los autobuses ",920 - ADMINISTRACIÓN GENERAL . 
F/2017/2816 ,2017-02-14,582.62,A58635848,SOCOMOR S A,"BITUROUTE NEGRO  1 X 25 (CARGA ASFÁLTICA) ( MERCANCÍA ENTREGADA EN : TALL. DE OBRAS C/ NEWTON, S/N GRELA ) ",1539 - VÍAS PÚBLICAS. 
F/2017/2818 ,2017-02-14,1354.15,B41632332,AYTOS SOLUCIONES INFORMATICAS S L U,"Mantenimiento SICALWin, (De 01/01/17 a 05/02/17) Grupo de Apuntes: 20.02.00 ( Mantenimiento SICALWin, (De 01/01/17 a 05/ ",926 - COMUNICACIONES INTERNAS. 
F/2017/2819 ,2017-02-14,53638.11,B47037577,SERVICIOS AUXILIARES DE MANTENIMIENTO Y LIMPIEZA SL,FACTURA A 170101 POLO SERVIZO DE ATENCIÓN AO  PÚBLICO DOS MUSEOS CIENTÍFICOS DURANTE O MES DE XANEIRO ,3331 - DIVULGACIÓN CIENTÍFICA Y TÉCNICA 
F/2017/2821 ,2017-02-14,24926.7,B47037577,SERVICIOS AUXILIARES DE MANTENIMIENTO Y LIMPIEZA SL,FACTURA A 170102 POLA LIMPEZA DOS MUSEOS CIENTIFICOS CORUÑESES - XANEIRO 2017  ,3331 - DIVULGACIÓN CIENTÍFICA Y TÉCNICA 
F/2017/2822 ,2017-02-14,258.58,*,[Anonimizado]*,Fact. 17/000120 Minuta de derechos y suplidos devengados por procurador para Asesoría Jurídica ,[ANTICIPO DE CAJA]
F/2017/2843 ,2017-02-14,20047.11,B47037577,SERVICIOS AUXILIARES DE MANTENIMIENTO Y LIMPIEZA SL,"FRA. A 170212, XANEIRO, SERVIZO DE OCIO COMUNITARIO E ANIMACION SOCIOCULTURAL EN CENTROS CIVICOS MUNICIPAIS ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/2867 ,2017-02-14,39.12,A15066913,ANTONIO PAZOS SA,CTROLAD.PANEL TEMP.230V SONDA NTC RELE SPST  ( FRA. ANPASA A-701.219 DE FECHA 10-2-17 ) / TUBO TERMORRETRACTIL 3M MDTA 1 ,[ANTICIPO DE CAJA]
F/2017/2868 ,2017-02-14,59.41,B70354766,COCINAS Y SANEAMIENTOS SANCHEZ SL,FRA. Nº 142. SUMINISTRO SACOS DE HORMIGRUP Y MORTERO PARA CEMITERIOS ,164 - CEMENTERIO Y SERVICIOS FUNERARIOS. 
F/2017/2869 ,2017-02-14,2513.17,F70499819,GALICA FORMACION E CONSULTORIA SOCIEDAD COOPERATIVA GALEGA,FRAS. 2 APOIO SISTEMA CALIDADE AMBIENTAL ,1729 - PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE. OTROS 
F/2017/2870 ,2017-02-14,1116.99,F70499819,GALICA FORMACION E CONSULTORIA SOCIEDAD COOPERATIVA GALEGA,FRA. Nº 3. REALIZACION DE AUDITORIAS INTERNAS DE ISO 50001 ,1729 - PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE. OTROS 
F/2017/2871 ,2017-02-14,78.18,B15801160,LIBRERIA FORMATOS S L,"FRA. Emit- 42, FONDOS PARA BIBLIOTECA SAGRADA FAMILIA ",[ANTICIPO DE CAJA]
F/2017/2872 ,2017-02-14,17.0,A08136806,CIRCULO DE LECTORES SA,"FRA 1418, FONDOS PARA BIBLIOTECA ROSALES ",[ANTICIPO DE CAJA]
F/2017/2873 ,2017-02-14,269.66,A15066913,ANTONIO PAZOS SA,LAMPARA LUMILUX L58/865 58W d.26mm + TASA RECICLAJE (25 Un.) ( FRA. ANPASA A-701.224 DE FECHA 10-2-17 ) / BLTO.ELECTRON. ,[ANTICIPO DE CAJA]
