#,Alias,Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
,,30,167,2270011,REM./11 LIMPIEZA Y ASEO,,38831.87,38831.87,38831.83
,,30,453,7200407,REM./07 AL MINISTERIO DE FOMENTO,,339946.86,339946.86,
,,30,453,7200408,REM./08 AL MINISTERIO DE FOMENTO,,2000000.0,2000000.0,
,,30,453,7200409,REM./09 AL MINISTERIO DE FOMENTO,,2000000.0,2000000.0,
,,30,453,7200410,REM./10 AL MINISTERIO DE FOMENTO,,906905.71,906905.71,
,,30,454,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",25000.0,-25000.0,,
,,30,454,60907,INV.NUEVA-OBRAS DE URBANIZACION,50000.0,,50000.0,
,,30,920,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,100.0,,100.0,
,,30,920,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,31500.0,-4600.0,26900.0,7407.65
,,30,920,20401,ARREND.MATERIAL TRANSPORTE PARQUE MOVIL,,5143.24,5143.24,9806.92
,,30,920,2040111,REM./11 ARREND.MATERIAL TRANSPORTE PARQUE MOVIL,,,,
,,30,920,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",1423.53,,1423.53,3757.13
,,30,920,21400,REPARAC. MANTEN. Y CONSERV.  MATERIAL TRANSPORTE,20000.0,,20000.0,15294.99
,,30,920,2140011,REM./11 REPARAC. MANTEN. Y CONSERV.  MATERIAL TRANSPORTE,,,,
,,30,920,22000,Ordinario no inventariable.,3000.0,1500.0,4500.0,4586.57
,,30,920,22001,"Prensa, revistas, libros y otras publicaciones.",900.0,,900.0,100.02
,,30,920,22103,Combustibles y carburantes.,160000.0,37619.6,197619.6,165774.1
,,30,920,22104,Vestuario.,,,,180.69
,,30,920,22110,Productos de limpieza y aseo.,2000.0,,2000.0,2538.7
,,30,920,22111,"Sumin. de repuestos de maquinaria, utillaje y elemtos tpte.",8000.0,1000.0,9000.0,6944.73
,,30,920,22114,OTROS MATERIAL TALLERES,18000.0,3011.05,21011.05,19064.02
,,30,920,2211411,REM./11 OTROS MATERIAL TALLERES,,,,
,,30,920,22192,RECONOCIMIENTO DE CREDITO,,14213.53,14213.53,14213.53
,,30,920,22610,"MATRICULACIONES, ITV Y OTROS GASTOS PARQUE MOVIL",9000.0,-4500.0,4500.0,3630.39
,,30,920,22699,Otros gastos diversos,1840.0,,1840.0,1867.43
,,30,920,22706,Estudios y trabajos técnicos.,,300000.0,300000.0,207253.57
,,30,920,22799,Otros trabajos realizados por otras empresas y profes.,18000.0,20000.0,38000.0,
,,30,920,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",23000.0,,23000.0,1254.97
,,30,920,6230111,REM./11 MAT. TEC. Y HERRAM. PARA TALLERES Y SECCION TECNICA,,,,
,,30,920,62400,INV.NUEVA MATERIAL DE TRANSPORTE,,,,
,,30,920,6240011,REM./11 INV.NUEVA MATERIAL DE TRANSPORTE,,23489.51,23489.51,23489.5
,,30,933,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,416382.93,-39756.62,376626.31,316131.27
,,30,933,22103,Combustibles y carburantes.,1200.0,,1200.0,136.04
,,30,933,22199,Otros suministros.,4968.0,,4968.0,3970.72
,,30,933,2219911,REM./11 OTROS SUMINISTROS,,2243.42,2243.42,
,,30,933,22706,Estudios y trabajos técnicos.,,6137.02,6137.02,7137.02
,,30,933,22799,Otros trabajos realizados por otras empresas y profes.,1000.0,,1000.0,
,,30,933,61900,OTRAS INV.REPOS.EN INFRAESTRUCTURAS Y BIENES,10000.0,,10000.0,460.2
,,31,161,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,150962.34,1633.34,152595.68,152268.58
,,31,161,2030011,REM./11 ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,,3595.22,3595.22,2613.35
,,31,161,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,5000.0,23056.33,28056.33,2310.2
,,31,161,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",3000.0,,3000.0,9586.96
,,31,161,22104,Vestuario.,,,,1447.9
,,31,161,22199,Otros suministros.,2000.0,,2000.0,312.56
,,31,161,22699,Otros gastos diversos,400.0,,400.0,
,,31,161,22706,Estudios y trabajos técnicos.,30000.0,,30000.0,28359.12
,,31,161,22718,MANTENIMIENTO ASEOS PUBLICOS,243817.32,-1633.34,242183.98,220874.14
,,31,161,22730,MANTENIMIENTO RED DE ALCANTARILLADO,903420.86,,903420.86,650306.41
,,31,161,2273011,REM./11 MANTENIMIENTO RED DE ALCANTARILLADO,,64583.71,64583.71,64583.71
,,31,161,22739,MANTENIMIENTO BOMBEOS ALCANTARILLADO,140850.35,,140850.35,136625.46
,,31,161,22748,MANTENIMIENTO TELEGESTIÓN DEL SANEAMIENTO,33443.01,,33443.01,31504.0
,,31,161,2274811,REM./11 MANTENIMIENTO TELEGESTIÓN DEL SANEAMIENTO,,,,
,,31,161,22799,Otros trabajos realizados por otras empresas y profes.,3000.0,15000.0,18000.0,
,,31,161,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",45000.0,250000.0,295000.0,35410.32
,,31,161,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,57000.0,,57000.0,48405.27
,,31,162,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",60000.0,,60000.0,54218.82
,,31,162,2130011,"REM./11 REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",,14952.08,14952.08,14952.08
,,31,162,22706,Estudios y trabajos técnicos.,20000.0,,20000.0,37499.99
,,31,162,2270611,REM./11 ESTUDIOS Y TRABAJOS TECNICOS,,35491.4,35491.4,35491.4
,,31,162,22714,CONTRATO RECOGIDA RESIDUOS SÓLIDOS URBANOS,9912882.19,-96381.16,9816501.03,9020079.47
,,31,162,22716,GESTIÓN RESIDUOS SÓLIDOS URBANOS,7057870.04,382173.44,7440043.48,5904587.55
,,31,162,2271611,REM./11 GESTIÓN RESIDUOS SÓLIDOS URBANOS,,287202.4,287202.4,287202.18
,,31,162,22717,CONTRATO MANTENIMIENTO CONTENEDORES,1860583.42,,1860583.42,1874994.68
,,31,162,2271711,REM./11 CONTRATO MANTENIMIENTO CONTENEDORES,,27209.0,27209.0,27209.0
,,31,162,22740,MANTENIMIENTO ANTIGUOS VERTEDEROS DE BENS,377272.67,,377272.67,375712.03
,,31,162,2274011,REM./11 MANTENIMIENTO ANTIGUOS VERTEDEROS DE BENS,,2800.48,2800.48,2800.48
,,31,162,22792,RECONOCIMIENTO DE CREDITO,,,,
,,31,162,22793,RECONOCIMIENTO DE CREDITO,,404476.72,404476.72,404476.72
,,31,162,22799,Otros trabajos realizados por otras empresas y profes.,200000.0,32170.22,232170.22,160797.62
,,31,162,2279911,REM./11 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,79394.77,79394.77,79374.93
,,31,162,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",8000.0,,8000.0,7619.76
,,31,162,62306,MAQ.Y CONTENEDORES RECOGIDA SELECTIVA,20000.0,,20000.0,
,,31,162,6230611,REM./11 MAQ.Y CONTENEDORES RECOGIDA SELECTIVA,,17954.18,17954.18,17954.18
,,31,163,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",700.0,,700.0,
,,31,163,22199,Otros suministros.,600.0,,600.0,165.0
,,31,163,22699,Otros gastos diversos,400.0,,400.0,
,,31,163,22715,CONTRATO LIMPIEZA VIARIA,9467743.65,-404476.72,9063266.93,8022054.4
,,31,164,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,527.6,,527.6,479.16
,,31,164,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,56000.0,,56000.0,24039.24
,,31,164,2120011,REM./11 REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,,6942.06,6942.06,6942.06
,,31,164,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",4000.0,,4000.0,7728.61
,,31,164,22104,Vestuario.,5000.0,,5000.0,4347.21
,,31,164,22110,Productos de limpieza y aseo.,300.0,,300.0,1096.33
,,31,164,22199,Otros suministros.,6000.0,23.9,6023.9,5868.26
,,31,164,22614,INDEMNIZACIONES VARIAS,1500.0,,1500.0,415.03
,,31,164,22650,GASTOS ENTIERRO,15000.0,10000.0,25000.0,21831.85
,,31,164,2265011,REM./11 GASTOS ENTIERRO INDIGENTES,,,,
,,31,164,22699,Otros gastos diversos,1000.0,,1000.0,2170.33
,,31,164,22700,Limpieza y aseo.,13721.75,,13721.75,13475.2
,,31,164,22706,Estudios y trabajos técnicos.,,,,6350.07
,,31,164,22719,EDICIONES,,10000.0,10000.0,6840.4
,,31,164,22744,CONTRATACION SERVICIOS FUNERARIOS,119388.23,,119388.23,118901.07
,,31,164,22799,Otros trabajos realizados por otras empresas y profes.,14364.83,,14364.83,9913.43
,,31,164,2279911,REM./11 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,1854.99,1854.99,1854.97
,,31,164,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",18000.0,,18000.0,4626.58
,,31,164,6230011,"REM./11 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,12443.9,12443.9,12443.9
,,31,164,62500,INV.NUEVA MOBILIARIO Y ENSERES,,711.54,711.54,711.54
,,31,164,6250011,REM./11 INV.NUEVA MOBILIARIO Y ENSERES,,,,
,,31,164,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,150000.0,,150000.0,
,,31,164,6320011,REM./11 EDIFICIOS Y OTRAS CONSTRUCCIONES,,74095.0,74095.0,21343.99
,,31,169,62702,COMPENSACION INVERSIONES MATADERO MPAL.,177981.07,,177981.07,
,,31,170,20200,ARRENDAMIENTOS EDIFICIOS Y OTRAS CONSTR.,15832.45,,15832.45,15832.42
,,31,170,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,7495.03,63.52,7558.55,7558.58
,,31,170,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,10000.0,,10000.0,123.9
,,31,170,21400,REPARAC. MANTEN. Y CONSERV.  MATERIAL TRANSPORTE,1700.0,,1700.0,2685.51
,,31,170,22000,Ordinario no inventariable.,2484.0,,2484.0,4886.62
,,31,170,22001,"Prensa, revistas, libros y otras publicaciones.",2070.0,,2070.0,1208.28
,,31,170,22104,Vestuario.,2500.0,,2500.0,348.0
,,31,170,22199,Otros suministros.,830.0,,830.0,463.69
,,31,170,22603,Publicación en Diarios Oficiales.,500.0,,500.0,157.02
,,31,170,22699,Otros gastos diversos,3000.0,5000.0,8000.0,4302.01
,,31,170,22700,Limpieza y aseo.,25796.77,-20063.52,5733.25,4438.38
,,31,171,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",100000.0,-5000.0,95000.0,14688.89
,,31,171,22110,Productos de limpieza y aseo.,200.0,,200.0,
,,31,171,22199,Otros suministros.,5000.0,,5000.0,3994.6
,,31,171,2219911,REM./11 OTROS SUMINISTROS,,1461.81,1461.81,
,,31,171,22628,EXPOSICIONES,11040.0,,11040.0,11212.69
,,31,171,22699,Otros gastos diversos,736.0,,736.0,198.0
,,31,171,22706,Estudios y trabajos técnicos.,46569.66,,46569.66,17837.66
,,31,171,2270611,REM./11 ESTUDIOS Y TRABAJOS TECNICOS,,20923.87,20923.87,20923.87
,,31,171,22713,CONTRATOS MANTENIMIENTO ZONAS VERDES,5192111.53,,5192111.53,4997778.58
,,31,171,2271311,REM./11 CONTRATOS MANTENIMIENTO ZONAS VERDES,,146839.06,146839.06,132689.46
,,31,171,22736,CONTRAT.MANT.JUEGOS INFANT.Y MOB.URBANO,374285.12,,374285.12,304226.67
,,31,171,2273611,REM./11 CONTRAT.MANT.JUEGOS INFANT.Y MOB.URBANO,,23531.82,23531.82,23531.82
,,31,171,22742,CONTRATO MANTENIMIENTO PAJARERA,73160.42,,73160.42,66997.35
,,31,171,2274211,REM./11 CONTRATO MANTENIMIENTO PAJARERA,,5764.37,5764.37,5764.37
,,31,171,22799,Otros trabajos realizados por otras empresas y profes.,112913.54,,112913.54,55675.58
,,31,171,60911,MOBILIARIO URBANO EN ESPACIOS PUBLICOS,120000.0,285404.4,405404.4,118676.75
,,31,171,6091110,REM./10 MOBILIARIO URBANO EN ESPACIOS PUBLICOS,,13997.27,13997.27,13997.27
,,31,171,6091111,REM./11 MOBILIARIO URBANO EN ESPACIOS PUBLICOS,,31431.6,31431.6,31431.6
,,31,171,60912,PROYECTOS AJARDINAMIENTO VIAS PUBLICAS,1593918.35,-275180.0,1318738.35,587211.91
,,31,171,6091203,REM./03 PROYECTOS DE AJARDINAMIENTO EN VÍAS PÚBLICAS,,31052.79,31052.79,
,,31,171,6091208,REM./08 PROYECTOS AJARDINAMIENTO VIAS PUBLICAS,,14920.16,14920.16,
,,31,171,6091209,REM./09 PROYECTOS AJARDINAMIENTO VIAS PUBLICAS,,64248.29,64248.29,64248.29
,,31,171,6091210,REM./10 PROYECTOS AJARDINAMIENTO VIAS PUBLICAS,,58512.44,58512.44,51400.66
,,31,171,6091211,REM./11 PROYECTOS AJARDINAMIENTO VIAS PUBLICAS,,21300.58,21300.58,21300.58
,,31,172,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",102784.28,21934.57,124718.85,75526.34
,,31,172,22685,GASTOS POR ACTUACIONES SUBSIDIARIAS,1.0,4024.89,4025.89,
,,31,172,22706,Estudios y trabajos técnicos.,97483.0,,97483.0,33497.04
,,31,172,2270611,REM./11 ESTUDIOS Y TRABAJOS TECNICOS,,47525.38,47525.38,47525.38
,,31,172,22731,MANTENIMIENTO ESTACIONES CALIDAD AIRE,64273.99,,64273.99,53349.62
,,31,172,22734,MANTENIMIENTO Y CONSERVACION DE ESPACIOS NATURALES,57651.87,,57651.87,36973.68
,,31,172,2273411,REM./11 MANTENIMIENTO Y CONSERVACION DE ESPACIOS NATURALES,,17806.2,17806.2,13888.6
,,31,172,22749,AGENDA 21 LOCAL,100000.0,,100000.0,13336.06
,,31,172,2274911,REM./11 AGENDA 21 LOCAL,,60647.0,60647.0,54655.3
,,31,172,22751,EDUCACION AMBIENTAL,127355.87,,127355.87,100413.91
,,31,172,2275111,REM./11 EDUCACION AMBIENTAL,,8477.01,8477.01,8477.01
,,31,172,22754,MANTENIMIENTO INTEGRAL CUPULA PANORAMICA,264540.99,,264540.99,309461.99
,,31,172,2275411,REM./11 MANTENIMIENTO INTEGRAL CUPULA PANORAMICA,,4097.99,4097.99,1353.2
,,31,172,22755,MANTENIMIENTO INTEGRAL Y EXPLOTACION ELEVADOR PANORAMICO,421155.01,96381.16,517536.17,474995.86
,,31,172,2275511,REM./11 MANTEN. INTEGRAL Y EXPLOTACION ELEVADOR PANORAMICO,,,,
,,31,172,22799,Otros trabajos realizados por otras empresas y profes.,134938.87,3250.0,138188.87,102823.1
,,31,172,2279911,REM./11 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,9274.2,9274.2,9274.2
,,31,172,60902,PROYECTOS DE ACTUACIONES EN ENTORNOS NATURALES,653092.8,-92161.12,560931.68,10414.46
,,31,172,6090211,REM./11 PROYECTOS DE ACTUACIONES EN ENTORNOS NATURALES,,24500.0,24500.0,24500.0
,,31,172,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",30000.0,700.0,30700.0,2883.54
,,31,172,6230011,"REM./11 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,,,
,,31,179,2100011,"REM./11 REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",,,,
,,31,179,21001,"REP., MANT. Y CONSERV. PLAYAS",55741.8,,55741.8,55498.75
,,31,179,22116,OTROS SUMINISTROS PLAYAS,3312.0,,3312.0,3311.77
,,31,179,22732,CONTRATOS MANTENIMIENTO INSTALACIONES EN PLAYAS,21065.59,,21065.59,9922.22
,,31,179,22799,Otros trabajos realizados por otras empresas y profes.,31000.0,,31000.0,20677.11
,,31,312,22706,Estudios y trabajos técnicos.,80688.66,,80688.66,75283.6
,,31,313,22199,Otros suministros.,100.0,,100.0,
,,31,313,22621,CAMPAÑAS SANITARIAS,20700.0,,20700.0,2420.0
,,31,313,22699,Otros gastos diversos,100.0,,100.0,
,,31,313,22711,CONTROL DE PLAGAS URBANAS EN DEPENDENCIAS MUNICIPALES,60682.07,,60682.07,59918.08
,,31,313,22712,CONTRATOS RELACIONADOS CONTROL SANITARIO ANIMALES,162785.9,,162785.9,163206.68
,,31,313,22741,CONTRATOS PLAN DE CONTROL DE AVES,172240.23,,172240.23,172114.34
,,31,313,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",2668.0,,2668.0,2668.0
,,40,130,16200,Formación y perfeccionamiento del personal.,41660.0,,41660.0,31054.63
,,40,130,22000,Ordinario no inventariable.,3000.0,,3000.0,227.74
,,40,130,22001,"Prensa, revistas, libros y otras publicaciones.",1000.0,,1000.0,174.61
,,40,130,22199,Otros suministros.,1000.0,,1000.0,1974.99
,,40,130,22603,Publicación en Diarios Oficiales.,500.0,,500.0,
,,40,130,22615,CURSOS Y RECICLAJE DE VOLUNTARIOS,5000.0,,5000.0,4990.85
,,40,130,22685,GASTOS POR ACTUACIONES SUBSIDIARIAS,1.0,,1.0,
,,40,130,22699,Otros gastos diversos,1000.0,,1000.0,1465.08
,,40,130,22700,Limpieza y aseo.,9754.09,,9754.09,9764.0
,,40,130,22706,Estudios y trabajos técnicos.,,,,
,,40,130,2270611,REM./11 ESTUDIOS Y TRABAJOS TECNICOS,,14750.0,14750.0,
,,40,130,22799,Otros trabajos realizados por otras empresas y profes.,94931.0,-55182.79,39748.21,2668.5
,,40,130,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",500.0,,500.0,115.0
,,40,130,62500,INV.NUEVA MOBILIARIO Y ENSERES,500.0,-405.0,95.0,
,,40,132,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,,1239.0,1239.0,1239.0
,,40,132,20401,ARREND.MATERIAL TRANSPORTE PARQUE MOVIL,202028.64,2901.81,204930.45,200280.54
,,40,132,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,20000.0,16600.0,36600.0,20151.61
,,40,132,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",18000.0,8000.0,26000.0,25974.35
,,40,132,21393,RECONOCIMIENTO DE CREDITO,,600.39,600.39,600.39
,,40,132,21400,REPARAC. MANTEN. Y CONSERV.  MATERIAL TRANSPORTE,45000.0,,45000.0,54592.77
,,40,132,22000,Ordinario no inventariable.,2700.0,7833.33,10533.33,15924.39
,,40,132,22104,Vestuario.,60000.0,12000.0,72000.0,72156.57
,,40,132,2210411,REM./11 VESTUARIO,,17876.6,17876.6,17876.6
,,40,132,22199,Otros suministros.,6300.0,8000.0,14300.0,9242.88
,,40,132,22500,Tributos estatales.,500.0,,500.0,
,,40,132,22699,Otros gastos diversos,500.0,,500.0,452.34
,,40,132,22700,Limpieza y aseo.,92421.47,,92421.47,91152.94
,,40,132,2270011,REM./11 LIMPIEZA Y ASEO,,1679.58,1679.58,1679.58
,,40,132,22799,Otros trabajos realizados por otras empresas y profes.,16017.51,1205.17,17222.68,9922.41
,,40,132,2279911,REM./11 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,274.55,274.55,
,,40,132,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",30000.0,,30000.0,29844.02
,,40,132,62400,INV.NUEVA MATERIAL DE TRANSPORTE,30000.0,,30000.0,29973.88
,,40,132,6240011,REM./11 INV.NUEVA MATERIAL DE TRANSPORTE,,29973.88,29973.88,29973.88
,,40,132,62500,INV.NUEVA MOBILIARIO Y ENSERES,5400.0,3000.0,8400.0,8315.8
,,40,134,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,4000.0,,4000.0,7386.67
,,40,134,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",5000.0,,5000.0,4925.52
,,40,134,21400,REPARAC. MANTEN. Y CONSERV.  MATERIAL TRANSPORTE,13000.0,,13000.0,10995.68
,,40,134,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",4000.0,,4000.0,1699.49
,,40,134,22000,Ordinario no inventariable.,400.0,,400.0,1272.31
,,40,134,22104,Vestuario.,15000.0,,15000.0,16313.66
,,40,134,22106,Productos farmacéuticos y material sanitario.,1000.0,,1000.0,4312.81
,,40,134,22110,Productos de limpieza y aseo.,2500.0,,2500.0,
,,40,134,22199,Otros suministros.,2000.0,,2000.0,5935.27
,,40,134,22400,PRIMAS DE SEGUROS,12043.0,-1600.0,10443.0,3053.97
,,40,134,22500,Tributos estatales.,1000.0,,1000.0,
,,40,134,22501,Tributos de las Comunidades Autónomas.,100.0,,100.0,28.72
,,40,134,22614,INDEMNIZACIONES VARIAS,,4500.0,4500.0,4490.0
,,40,134,22699,Otros gastos diversos,6000.0,1600.0,7600.0,7046.12
,,40,134,22700,Limpieza y aseo.,5296.43,,5296.43,4846.02
,,40,134,22799,Otros trabajos realizados por otras empresas y profes.,430000.0,-4500.0,425500.0,425499.44
,,40,134,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",1000.0,405.0,1405.0,1404.46
,,40,135,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,12000.0,,12000.0,6330.07
,,40,135,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",10000.0,,10000.0,8992.9
,,40,135,21400,REPARAC. MANTEN. Y CONSERV.  MATERIAL TRANSPORTE,38000.0,,38000.0,45495.45
,,40,135,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",900.0,,900.0,
,,40,135,22000,Ordinario no inventariable.,700.0,,700.0,561.75
,,40,135,22103,Combustibles y carburantes.,28000.0,,28000.0,13904.32
,,40,135,22104,Vestuario.,30000.0,20000.0,50000.0,7802.88
,,40,135,2210411,REM./11 VESTUARIO,,34208.44,34208.44,34208.44
,,40,135,22110,Productos de limpieza y aseo.,1000.0,,1000.0,3286.97
,,40,135,22199,Otros suministros.,25000.0,8000.0,33000.0,38899.79
,,40,135,22602,Publicidad y propaganda.,1000.0,,1000.0,2999.5
,,40,135,22699,Otros gastos diversos,2000.0,100.0,2100.0,94.38
,,40,135,22700,Limpieza y aseo.,41117.78,,41117.78,39270.0
,,40,135,22799,Otros trabajos realizados por otras empresas y profes.,49695.12,-3969.53,45725.59,30053.03
,,40,135,2279911,REM./11 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,10275.0,10275.0,10206.03
,,40,135,62200,INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,1.0,,1.0,
,,40,135,6220011,REM./11 INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,,516667.0,516667.0,
,,40,135,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",231667.0,,231667.0,
,,40,135,62400,INV.NUEVA MATERIAL DE TRANSPORTE,420000.0,,420000.0,
,,40,135,6240011,REM./11 INV.NUEVA MATERIAL DE TRANSPORTE,,149991.57,149991.57,
,,40,135,62500,INV.NUEVA MOBILIARIO Y ENSERES,15000.0,743.4,15743.4,743.4
,,40,135,6290010,REM./10 OT.INV.NUEVAS ASOCIADAS AL FUNCIONAMIENTO DE SERV.,,194667.0,194667.0,
,,40,135,6320010,REM./10 EDIFICIOS Y OTRAS CONSTRUCCIONES,,472000.0,472000.0,117006.65
,,41,133,21003,REP.MANT.Y CONS.SEÑALIZACION HORIZONTAL Y VERT.VIAS PUBLICAS,10000.0,,10000.0,3507.31
,,41,133,21303,REPARACIONES PUNTUALES RED SEMAFORICA,55000.0,,55000.0,42727.27
,,41,133,21393,RECONOCIMIENTO DE CREDITO,,2020.02,2020.02,2020.02
,,41,133,22000,Ordinario no inventariable.,500.0,,500.0,353.72
,,41,133,22199,Otros suministros.,4000.0,,4000.0,2382.98
,,41,133,22602,Publicidad y propaganda.,3650.0,,3650.0,3650.0
,,41,133,22707,MANTENIMIENTO Y EXPLOTACIÓN RED SEMAFÓRICA,964875.68,,964875.68,916078.56
,,41,133,22710,SERV.REGUL. APARC. Y RETIRADA VEHICULOS,3947498.16,598411.34,4545909.5,2466154.41
,,41,133,2271011,REM./11 SERV.REGUL. APARC. Y RETIRADA VEHICULOS,,334296.04,334296.04,334296.04
,,41,133,22725,MANTENIMIENTO SEÑALIZACION HORIZONTAL,262399.3,-72399.3,190000.0,137565.79
,,41,133,22793,RECONOCIMIENTO DE CREDITO,,47184.33,47184.33,47184.33
,,41,133,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",60000.0,,60000.0,30155.77
,,41,133,6230011,"REM./11 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,12980.0,12980.0,
,,41,133,62302,INSTALACIÓN DE SEMÁFOROS,35000.0,65000.0,100000.0,33279.81
,,41,133,62700,PROYECTOS COMPLEJOS,,140000.0,140000.0,
,,41,440,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,50000.0,,50000.0,42562.24
,,41,440,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",2000.0,,2000.0,5283.76
,,41,440,22000,Ordinario no inventariable.,2000.0,,2000.0,1297.13
,,41,440,22103,Combustibles y carburantes.,12000.0,6818.84,18818.84,14611.63
,,41,440,22104,Vestuario.,3000.0,,3000.0,3332.34
,,41,440,22199,Otros suministros.,3000.0,,3000.0,2240.84
,,41,440,22501,Tributos de las Comunidades Autónomas.,,,,31.71
,,41,440,22699,Otros gastos diversos,1000.0,,1000.0,496.95
,,41,440,22700,Limpieza y aseo.,147934.1,12058.77,159992.87,145625.1
,,41,440,2270011,REM./11 LIMPIEZA Y ASEO,,,,
,,41,440,22701,Seguridad.,168000.0,,168000.0,52355.48
,,41,440,22706,Estudios y trabajos técnicos.,,82399.3,82399.3,23065.2
,,41,440,22793,RECONOCIMIENTO DE CREDITO,,13088.87,13088.87,13088.87
,,41,440,22799,Otros trabajos realizados por otras empresas y profes.,25404.67,,25404.67,15877.81
,,41,440,2279911,REM./11 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,681.4,681.4,681.4
,,41,440,62500,INV.NUEVA MOBILIARIO Y ENSERES,,5000.0,5000.0,4997.3
,,41,440,6250011,REM./11 INV.NUEVA MOBILIARIO Y ENSERES,,,,
,,41,440,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,,10000.0,10000.0,9661.4
,,41,440,6320011,REM./11 EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,
,,41,440,64100,ADQUISICIÓN DE SOFTWARE,,25000.0,25000.0,
,,41,441,22706,Estudios y trabajos técnicos.,30000.0,20000.0,50000.0,41558.27
,,41,441,22756,PLAN MOVILIDAD,84947.41,-84947.41,,
,,41,441,2275611,REM./11 PLAN MOVILIDAD,,,,
,,41,441,48912,SUBV.TRANSPORTE COLECTIVO URB.VIAJEROS,6000000.0,2908001.07,8908001.07,8907313.62
,,41,441,4891211,REM./11 SUBV.TRANSPORTE COLECTIVO URB.VIAJEROS,,,,
,,41,441,48993,RECONOCIMIENTO DE CREDITO,,686690.22,686690.22,686690.22
