#",,,",Alias,Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
,,31,162,62306,MAQ.Y CONTENEDORES RECOGIDA SELECTIVA,12000.0,,,11035.2
,,31,162,6230612,REM./12 MAQ.Y CONTENEDORES RECOGIDA SELECTIVA,,14509.11,,14509.11
,,31,162,63291,RECONOCIMIENTO DE CREDITO,,6072.0,,6072.0
,,31,163,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",400.0,,,
,,31,163,22199,Otros suministros.,400.0,,,
,,31,163,22699,Otros gastos diversos,100.0,,,
,,31,163,22715,CONTRATO LIMPIEZA VIARIA,9486175.5,1601466.08,,10302798.68
,,31,163,2271512,REM./12 CONTRATO LIMPIEZA VIARIA,,714849.46,,714849.46
,,31,164,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,700.0,,,551.76
,,31,164,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,36000.0,,,28347.14
,,31,164,2120012,REM./12 REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,,7384.38,,7384.38
,,31,164,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",3600.0,,,6267.45
,,31,164,21400,REPARAC. MANTEN. Y CONSERV.  MATERIAL TRANSPORTE,2000.0,,,3088.46
,,31,164,22104,Vestuario.,3000.0,5000.0,,4644.12
,,31,164,22110,Productos de limpieza y aseo.,700.0,,,803.92
,,31,164,22199,Otros suministros.,6000.0,,,4205.28
,,31,164,22614,INDEMNIZACIONES VARIAS,900.0,,,
,,31,164,22699,Otros gastos diversos,15900.0,7000.0,,21188.31
,,31,164,22700,Limpieza y aseo.,18557.92,,,12311.75
,,31,164,22744,CONTRATACION SERVICIOS FUNERARIOS,122847.93,-9938.45,,112909.48
,,31,164,22799,Otros trabajos realizados por otras empresas y profes.,14864.55,-8363.15,,5221.02
,,31,164,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",56000.0,6000.0,,1597.31
,,31,164,6230012,"REM./12 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,10773.84,,10773.84
,,31,164,62500,INV.NUEVA MOBILIARIO Y ENSERES,3000.0,,,2914.44
,,31,164,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,60000.0,,,32000.0
,,31,164,6320011,REM./11 EDIFICIOS Y OTRAS CONSTRUCCIONES,,52751.0,,4479.24
,,31,164,6320012,REM./12 INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,,143700.15,,57850.86
,,31,170,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,7685.58,,,5414.16
,,31,170,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,9800.0,,,360.27
,,31,170,21400,REPARAC. MANTEN. Y CONSERV.  MATERIAL TRANSPORTE,1530.0,,,4467.59
,,31,170,22000,Ordinario no inventariable.,2235.6,5000.0,,4371.1
,,31,170,22001,"Prensa, revistas, libros y otras publicaciones.",1400.0,,,624.64
,,31,170,22104,Vestuario.,800.0,,,117.07
,,31,170,22199,Otros suministros.,747.0,,,43.17
,,31,170,22603,Publicación en Diarios Oficiales.,400.0,,,161.86
,,31,170,22699,Otros gastos diversos,2700.0,5000.0,,2543.98
,,31,171,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",92286.0,-1000.0,,66379.87
,,31,171,2100012,"REM./12 REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",,61299.41,,61299.4
,,31,171,22110,Productos de limpieza y aseo.,100.0,,,79.26
,,31,171,22199,Otros suministros.,4500.0,,,4458.0
,,31,171,22628,EXPOSICIONES,16000.0,,,15507.36
,,31,171,22699,Otros gastos diversos,736.0,1000.0,,1777.2
,,31,171,22706,Estudios y trabajos técnicos.,49552.58,50000.0,,44894.03
,,31,171,2270612,REM./12 ESTUDIOS Y TRABAJOS TECNICOS,,34261.15,,34261.15
,,31,171,22713,CONTRATOS MANTENIMIENTO ZONAS VERDES,5353586.14,-440332.59,,4885232.35
,,31,171,2271312,REM./12 CONTRATOS MANTENIMIENTO ZONAS VERDES,,190113.81,,189798.37
,,31,171,22736,CONTRAT.MANT.JUEGOS INFANT.Y MOB.URBANO,282367.76,-25000.0,,257172.13
,,31,171,22742,CONTRATO MANTENIMIENTO PAJARERA,76445.82,-18000.0,,41376.44
,,31,171,22791,RECONOCIMIENTO CREDITO,,35322.8,,35322.8
,,31,171,22799,Otros trabajos realizados por otras empresas y profes.,61084.61,-7000.0,,44529.4
,,31,171,2279912,REM./12 OTROS TBJOS REALIZ POR OTRAS EMP Y PROFESIONALES,,13920.0,,13920.0
,,31,171,60911,MOBILIARIO URBANO EN ESPACIOS PUBLICOS,225000.0,,,93103.54
,,31,171,6091112,REM./12  MOBILIARIO URBANO EN ESPACIOS PUBLICOS,,286059.05,,272577.42
,,31,171,60912,PROYECTOS AJARDINAMIENTO VIAS PUBLICAS,323000.0,-303310.5,,4192.65
,,31,171,6091212,REM./12 PROYECTOS AJARDINAMIENTO VIAS PUBLICAS,,731526.16,,252024.3
,,31,172,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",119082.51,13000.0,,126569.61
,,31,172,2100012,"REM./12 REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",,34342.62,,18465.91
,,31,172,22685,GASTOS POR ACTUACIONES SUBSIDIARIAS,1.0,,,
,,31,172,2268512,REM./12 GASTOS POR ACTUACIONES SUBSIDIARIAS,,3993.0,,3993.0
,,31,172,22706,Estudios y trabajos técnicos.,84838.5,-40000.0,,54075.05
,,31,172,22731,MANTENIMIENTO ESTACIONES CALIDAD AIRE,65881.26,-23248.93,,51190.08
,,31,172,22734,MANTENIMIENTO Y CONSERVACION DE ESPACIOS NATURALES,90000.0,-30464.01,,48851.3
,,31,172,2273412,REM./12 MANTENIMIENTO Y CONSERVACION DE ESPACIOS NATURALES,,11748.99,,6252.62
,,31,172,22749,AGENDA 21 LOCAL,100000.0,-63000.0,,14850.33
,,31,172,2274912,REM./12 AGENDA 21 LOCAL,,20328.5,,11061.97
,,31,172,22751,EDUCACION AMBIENTAL,118310.34,,,69825.71
,,31,172,2275112,REM./12 EDUCACION AMBIENTAL,,8692.53,,8692.53
,,31,172,22754,MANTENIMIENTO INTEGRAL CUPULA PANORAMICA,314404.86,,,309087.57
,,31,172,2275412,REM./12 MANTENIMIENTO INTEGRAL CUPULA PANORAMICA,,1994.22,,1994.22
,,31,172,22755,MANTENIMIENTO INTEGRAL Y EXPLOTACION ELEVADOR PANORAMICO,481812.2,-15839.01,,479595.7
,,31,172,22799,Otros trabajos realizados por otras empresas y profes.,157015.75,3315.0,,147509.01
,,31,172,2279912,REM./12 OTROS TBJOS REALIZ POR OTRAS EMP Y PROFESIONALES,,30904.08,,30904.08
,,31,172,60902,PROYECTOS DE ACTUACIONES EN ENTORNOS NATURALES,159493.8,-70000.0,,62104.82
,,31,172,6090212,REM./12 PROYECTOS DE ACTUACIONES EN ENTORNOS NATURALES,,531187.25,,191456.67
,,31,172,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",40000.0,,,
,,31,172,6230012,"REM./12 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,24308.45,,24308.45
,,31,179,21001,"REP., MANT. Y CONSERV. PLAYAS",54743.29,-8000.0,,39977.67
,,31,179,22116,OTROS SUMINISTROS PLAYAS,3000.0,993.0,,3993.0
,,31,179,22732,CONTRATOS MANTENIMIENTO INSTALACIONES EN PLAYAS,20820.95,-7000.0,,12983.3
,,31,179,22799,Otros trabajos realizados por otras empresas y profes.,24032.84,-7421.14,,16611.7
,,31,179,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,15000.0,,,14234.6
,,31,312,22706,Estudios y trabajos técnicos.,82221.74,,,82221.74
,,31,313,22199,Otros suministros.,100.0,,,
,,31,313,22621,CAMPAÑAS SANITARIAS,6630.0,-5333.69,,871.2
,,31,313,22699,Otros gastos diversos,100.0,,,
,,31,313,22711,CONTROL DE PLAGAS URBANAS EN DEPENDENCIAS MUNICIPALES,62488.38,2700.0,,59147.49
,,31,313,22712,CONTRATOS RELACIONADOS CONTROL SANITARIO ANIMALES,168825.6,2633.69,,157653.89
,,31,313,22741,CONTRATOS PLAN DE CONTROL DE AVES,177842.16,,,164385.56
,,31,313,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",2000.0,,,2000.0
,,40,130,16200,Formación y perfeccionamiento del personal.,75000.0,,,72766.98
,,40,130,22000,Ordinario no inventariable.,2000.0,2100.0,,3372.27
,,40,130,22001,"Prensa, revistas, libros y otras publicaciones.",500.0,,,81.01
,,40,130,22199,Otros suministros.,500.0,,,1522.79
,,40,130,22603,Publicación en Diarios Oficiales.,200.0,,,
,,40,130,22615,CURSOS Y RECICLAJE DE VOLUNTARIOS,3000.0,540.0,,2575.53
,,40,130,22685,GASTOS POR ACTUACIONES SUBSIDIARIAS,1.0,,,
,,40,130,22699,Otros gastos diversos,500.0,,,1184.4
,,40,130,22700,Limpieza y aseo.,10102.03,,,9100.74
,,40,130,22706,Estudios y trabajos técnicos.,15000.0,,,36058.0
,,40,130,2270612,REM./12 ESTUDIOS Y TRABAJOS TECNICOS,,21175.0,,21175.0
,,40,130,22799,Otros trabajos realizados por otras empresas y profes.,94931.0,-32585.0,,40495.24
,,40,130,27000,GASTOS IMPREVISTOS Y FUNCIONES NO CLASIFICADAS,1.0,,,
,,40,130,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",200.0,,,
,,40,130,62500,INV.NUEVA MOBILIARIO Y ENSERES,200.0,,,
,,40,132,20401,ARREND.MATERIAL TRANSPORTE PARQUE MOVIL,221111.5,-33000.0,,183737.85
,,40,132,2040112,REM./12 ARREND.MATERIAL TRANSPORTE PARQUE MOVIL,,1292.7,,1292.7
,,40,132,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,18000.0,,,29956.44
,,40,132,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",18000.0,,,23975.92
,,40,132,21400,REPARAC. MANTEN. Y CONSERV.  MATERIAL TRANSPORTE,45000.0,18000.0,,43593.06
,,40,132,22000,Ordinario no inventariable.,7000.0,,,19344.83
,,40,132,22104,Vestuario.,69200.0,19000.0,,14105.97
,,40,132,22199,Otros suministros.,6300.0,9000.0,,15496.15
,,40,132,22500,Tributos estatales.,100.0,,,
,,40,132,22501,Tributos de las Comunidades Autónomas.,,,,62.4
,,40,132,22699,Otros gastos diversos,500.0,,,454.18
,,40,132,22700,Limpieza y aseo.,89567.48,-7000.0,,81883.12
,,40,132,22706,Estudios y trabajos técnicos.,,,,976.47
,,40,132,22799,Otros trabajos realizados por otras empresas y profes.,19555.88,-6000.0,,7540.64
,,40,132,2279912,REM./12 OTROS TBJOS REALIZ POR OTRAS EMP Y PROFESIONALES,,230.72,,230.72
,,40,132,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",13000.0,2700.0,,15662.05
,,40,132,62400,INV.NUEVA MATERIAL DE TRANSPORTE,12300.0,,,12300.0
,,40,132,62500,INV.NUEVA MOBILIARIO Y ENSERES,2700.0,-2700.0,,
,,40,133,6270012,REM./12 PROYECTOS COMPLEJOS,,,,
,,40,134,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,3000.0,,,5556.62
,,40,134,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",2500.0,,,3094.52
,,40,134,21400,REPARAC. MANTEN. Y CONSERV.  MATERIAL TRANSPORTE,10000.0,,,9039.58
,,40,134,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",3500.0,-1266.0,,
,,40,134,22000,Ordinario no inventariable.,400.0,,,918.12
,,40,134,22104,Vestuario.,9000.0,,,6655.25
,,40,134,22106,Productos farmacéuticos y material sanitario.,500.0,,,341.68
,,40,134,22110,Productos de limpieza y aseo.,500.0,,,
,,40,134,22199,Otros suministros.,1000.0,,,3479.63
,,40,134,22400,PRIMAS DE SEGUROS,3543.0,,,3265.18
,,40,134,22500,Tributos estatales.,600.0,,,720.66
,,40,134,22501,Tributos de las Comunidades Autónomas.,50.0,,,202.02
,,40,134,22699,Otros gastos diversos,6000.0,,,3177.92
,,40,134,2269912,REM./12 OTROS GASTOS DIVERSOS,,214.52,,214.52
,,40,134,2270012,REM./12 LIMPIEZA Y ASEO,,446.8,,
,,40,134,22799,Otros trabajos realizados por otras empresas y profes.,433536.33,726.0,,426645.96
,,40,134,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",5600.0,,,5537.12
,,40,134,62400,INV.NUEVA MATERIAL DE TRANSPORTE,21800.0,,,
,,40,134,62500,INV.NUEVA MOBILIARIO Y ENSERES,3000.0,,,2992.46
,,40,135,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,11160.0,,,3847.42
,,40,135,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",9300.0,,,10208.49
,,40,135,21400,REPARAC. MANTEN. Y CONSERV.  MATERIAL TRANSPORTE,35340.0,30500.0,,72994.2
,,40,135,21491,RECONOCIMIENTO DE CREDITO,,1485.0,,1485.0
,,40,135,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",837.0,,,
,,40,135,22000,Ordinario no inventariable.,250.0,,,347.56
,,40,135,22103,Combustibles y carburantes.,28711.86,,,11791.71
,,40,135,2210312,REM./12 COMBUSTIBLES Y CARBURANTES,,5638.84,,5638.84
,,40,135,22104,Vestuario.,27900.0,,,
,,40,135,2210412,REM./12 VESTUARIO,,32143.48,,31843.29
,,40,135,22110,Productos de limpieza y aseo.,930.0,,,2835.77
,,40,135,22199,Otros suministros.,23250.0,2500.0,,31275.59
,,40,135,22602,Publicidad y propaganda.,930.0,,,1928.74
,,40,135,22699,Otros gastos diversos,1000.0,,,
,,40,135,22700,Limpieza y aseo.,41249.86,,,33275.0
,,40,135,22799,Otros trabajos realizados por otras empresas y profes.,51693.02,-4000.0,,26692.89
,,40,135,2279912,REM./12 OTROS TBJOS REALIZ POR OTRAS EMP Y PROFESIONALES,,12220.46,,12220.33
,,40,135,6220011,REM./11 INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,,516667.0,,132256.24
,,40,135,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",150000.0,,,
,,40,135,6230012,"REM./12 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,231667.0,,151295.09
,,40,135,62400,INV.NUEVA MATERIAL DE TRANSPORTE,878888.89,,,
,,40,135,6240011,REM./11 INV.NUEVA MATERIAL DE TRANSPORTE,,149781.0,,149780.99
,,40,135,6240012,REM./12 INV.NUEVA MATERIAL DE TRANSPORTE,,420000.0,,
,,40,135,62500,INV.NUEVA MOBILIARIO Y ENSERES,30000.0,,,
,,40,135,6250012,REM./12 INV.NUEVA MOBILIARIO Y ENSERES,,15000.0,,14712.03
,,40,135,6290010,REM./10 OT.INV.NUEVAS ASOCIADAS AL FUNCIONAMIENTO DE SERV.,,194667.0,,
,,40,135,6320010,REM./10 EDIFICIOS Y OTRAS CONSTRUCCIONES,,354993.35,,272705.81
,,40,440,6410012,REM./12 ADQUISICIÓN DE SOFTWARE,,,,
,,41,133,21003,REP.MANT.Y CONS.SEÑALIZACION HORIZONTAL Y VERT.VIAS PUBLICAS,39000.0,,,17646.86
,,41,133,21303,REPARACIONES PUNTUALES RED SEMAFORICA,40000.0,,,58665.24
,,41,133,21391,RECONOCIMIENTO DE CREDITO,,1972.02,,1972.02
,,41,133,22000,Ordinario no inventariable.,450.0,,,408.01
,,41,133,22602,Publicidad y propaganda.,3285.0,,,
,,41,133,22628,EXPOSICIONES,,,,3133.9
,,41,133,22706,Estudios y trabajos técnicos.,30000.0,,,58491.4
,,41,133,22707,MANTENIMIENTO Y EXPLOTACIÓN RED SEMAFÓRICA,989406.42,,,840019.25
,,41,133,22710,SERV.REGUL. APARC. Y RETIRADA VEHICULOS,3825681.11,,,3694976.33
,,41,133,2271012,REM./12 SERV.REGUL. APARC. Y RETIRADA VEHICULOS,,1428062.81,,1428062.81
,,41,133,22725,MANTENIMIENTO SEÑALIZACION HORIZONTAL,209311.72,,,257150.37
,,41,133,2272512,REM./12 MANTENIMIENTO SEÑALIZACION HORIZONTAL,,46854.12,,46854.12
,,41,133,22791,RECONOCIMIENTO CREDITO,,187613.85,,187613.85
,,41,133,22799,Otros trabajos realizados por otras empresas y profes.,,,,
,,41,133,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",60000.0,,,45556.72
,,41,133,6230012,"REM./12 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,29844.23,,29844.23
,,41,133,62302,INSTALACIÓN DE SEMÁFOROS,120000.0,205000.0,,247185.24
,,41,133,6230212,REM./12 INSTALACIÓN DE SEMÁFOROS,,56645.09,,56645.09
,,41,133,62700,PROYECTOS COMPLEJOS,360000.0,,,52272.0
,,41,133,6270012,REM./12 PROYECTOS COMPLEJOS,,140000.0,,
,,41,440,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,45000.0,,,10363.24
,,41,440,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",1800.0,,,10568.01
,,41,440,22000,Ordinario no inventariable.,1800.0,,,1898.43
,,41,440,22103,Combustibles y carburantes.,12000.0,,,12215.47
,,41,440,2210312,REM./12 COMBUSTIBLES Y CARBURANTES,,2126.74,,2126.74
,,41,440,22104,Vestuario.,2700.0,,,3527.31
,,41,440,22191,RECONOCIMIENTO DE CREDITO,,1964.31,,1964.31
,,41,440,22199,Otros suministros.,2700.0,,,1627.48
,,41,440,22501,Tributos de las Comunidades Autónomas.,100.0,,,7.36
,,41,440,22699,Otros gastos diversos,900.0,,,47.55
,,41,440,22700,Limpieza y aseo.,152607.06,,,140013.07
,,41,440,2270012,REM./12 LIMPIEZA Y ASEO,,12365.35,,12365.35
,,41,440,22701,Seguridad.,168000.0,-12000.0,,129772.43
,,41,440,2270612,REM./12 ESTUDIOS Y TRABAJOS TECNICOS,,43076.0,,43076.0
,,41,440,22799,Otros trabajos realizados por otras empresas y profes.,25554.68,,,17572.91
,,41,440,2279912,REM./12 OTROS TBJOS REALIZ POR OTRAS EMP Y PROFESIONALES,,5229.67,,5229.67
,,41,440,62591,MOBILIARIO.RECONOCIMIENTO DE CREDITO,,639.56,,639.56
,,41,440,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,287963.5,-200000.0,,19712.19
,,41,440,6410012,REM./12 ADQUISICIÓN DE SOFTWARE,,25000.0,,
,,41,441,22002,Material informático no inventariable.,150000.0,,,149948.57
,,41,441,22614,INDEMNIZACIONES VARIAS,,147498.17,,147127.42
,,41,441,22691,RECONOCIMIENTO DE CREDITO,,,,
,,41,441,22699,Otros gastos diversos,1000.0,,,398.43
,,41,441,22706,Estudios y trabajos técnicos.,67000.0,-2000.0,,64614.0
,,41,441,2270612,REM./12 ESTUDIOS Y TRABAJOS TECNICOS,,8441.73,,7241.85
,,41,441,48912,SUBV.TRANSPORTE COLECTIVO URB.VIAJEROS,7000000.0,,,6973356.08
,,41,441,48991,RECONOCIMIENTO DE CRÉDITO,,2746106.5,,2746106.5
,,41,441,6410012,REM./12 ADQUISICIÓN DE SOFTWARE,,200000.0,,196682.69
,,41,441,77902,SUBVENCIONES TRANSPORTE PUBLICO DE VIAJEROS,55000.0,,,55000.0
,,41,442,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,45000.0,,,3630.0
,,41,442,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",9000.0,,,2861.65
,,41,442,2130012,"REM./12 REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",,35999.92,,35999.92
,,41,442,22799,Otros trabajos realizados por otras empresas y profes.,100000.0,,,
,,41,442,61900,OTRAS INV.REPOS.EN INFRAESTRUCTURAS Y BIENES,12000.0,,,
,,41,442,6190012,REM./12 OTRAS INV.REPOS.EN INFRAESTRUCTURAS Y BIENES,,4869.74,,
,,41,442,62291,RECONOCIMIENTO DE CREDITO,,12000.0,,12000.0
,,41,442,62717,PROYECTO LINEA TRANVIA PASEO MARITIMO,275000.0,-180000.0,,43843.24
,,41,442,6271711,REM./11 PROYECTO LINEA TRANVIA PASEO MARITIMO,,320000.0,,320000.0
,,41,442,6271712,REM./12 PROYECTO LINEA TRANVIA PASEO MARITIMO,,180000.0,,100502.19
,,41,442,6320012,REM./12 INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,,23823.15,,23823.15
,,50,330,22000,Ordinario no inventariable.,300.0,,,379.52
,,50,330,22001,"Prensa, revistas, libros y otras publicaciones.",1800.0,,,1876.32
,,50,330,22199,Otros suministros.,300.0,,,
,,50,330,22602,Publicidad y propaganda.,200.0,,,
,,50,330,22699,Otros gastos diversos,500.0,,,491.42
,,50,331,20200,ARRENDAMIENTOS EDIFICIOS Y OTRAS CONSTR.,2150.0,3291.13,,4258.19
,,50,331,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,3000.0,334.61,,2726.1
,,50,331,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,500.0,,,376.07
,,50,331,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,50000.0,6675.91,,35983.93
,,50,331,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",68000.0,19258.47,,64723.36
,,50,331,21400,REPARAC. MANTEN. Y CONSERV.  MATERIAL TRANSPORTE,360.0,,,3343.82
,,50,331,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",4500.0,1553.98,,18031.44
,,50,331,21600,REPARA. MANTEN. EQUIPOS PROCESOS INFORM.,900.0,,,1866.59
,,50,331,22000,Ordinario no inventariable.,2160.0,,,5756.95
,,50,331,22001,"Prensa, revistas, libros y otras publicaciones.",1000.0,,,670.01
,,50,331,22002,Material informático no inventariable.,990.0,,,2836.51
,,50,331,22091,RECONOCIMIENTO DE CRÉDITO,,548.02,,548.02
,,50,331,22103,Combustibles y carburantes.,18000.0,,,12123.19
,,50,331,2210312,REM./12 COMBUSTIBLES Y CARBURANTES,,3822.62,,1796.48
,,50,331,22104,Vestuario.,1400.0,2402.99,,2864.62
,,50,331,22106,Productos farmacéuticos y material sanitario.,6000.0,,,12036.85
,,50,331,22110,Productos de limpieza y aseo.,6000.0,,,6396.5
,,50,331,22113,Manutención de animales.,54000.0,5823.26,,47807.14
,,50,331,22199,Otros suministros.,40000.0,25244.39,,41697.84
,,50,331,22203,Informáticas.,500.0,,,1250.66
,,50,331,22300,TRANSPORTES,3600.0,31.52,,4515.68
,,50,331,22400,PRIMAS DE SEGUROS,1000.0,,,626.75
,,50,331,22602,Publicidad y propaganda.,6000.0,1506.56,,12814.01
,,50,331,22603,Publicación en Diarios Oficiales.,100.0,,,
,,50,331,22606,"Reuniones, conferencias y cursos.",2000.0,,,155.98
,,50,331,22628,EXPOSICIONES,135000.0,55515.43,,107951.74
,,50,331,2262812,REM./12 EXPOSICIONES,,34063.41,,25264.68
,,50,331,22699,Otros gastos diversos,75000.0,74409.37,,114499.2
,,50,331,22700,Limpieza y aseo.,330762.19,-24930.0,,305447.95
,,50,331,22701,Seguridad.,783726.98,-64390.0,,718798.76
,,50,331,2270112,REM./12 SEGURIDAD,,52151.17,,52077.75
,,50,331,22706,Estudios y trabajos técnicos.,4500.0,32000.0,,50653.31
,,50,331,2270612,REM./12 ESTUDIOS Y TRABAJOS TECNICOS,,6473.5,,6473.5
,,50,331,22719,EDICIONES,3600.0,,,
,,50,331,22799,Otros trabajos realizados por otras empresas y profes.,971151.45,1303.23,,887466.86
,,50,331,2279912,REM./12 OTROS TBJOS REALIZ POR OTRAS EMP Y PROFESIONALES,,33978.16,,5780.79
,,50,331,24000,GASTOS DE EDICION Y DISTRIBUCION,500.0,,,
,,50,331,62200,INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,20000.0,-20000.0,,
,,50,331,6220007,REM./07 EDIFICIOS Y OTRAS CONSTRUCCIONES,,74648.42,,74648.42
,,50,331,6220010,REM./10 INV.NUEVA EN EDIFICIOS Y OTRAS CONSTRUCCIONES,,15231.14,,15231.14
,,50,331,6220012,REM./12 INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,,2711.81,,2711.81
,,50,331,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",40000.0,26030.64,,39419.78
,,50,331,6230009,"REM./09 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,85968.55,,85968.55
,,50,331,6230011,"REM./11 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,117370.0,,117370.0
,,50,331,6230012,"REM./12 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,3648.43,,3648.43
,,50,331,62500,INV.NUEVA MOBILIARIO Y ENSERES,30000.0,35600.0,,44434.09
,,50,331,6250011,REM./11 INV.NUEVA MOBILIARIO Y ENSERES,,87794.48,,83954.82
,,50,331,6250012,REM./12 INV.NUEVA MOBILIARIO Y ENSERES,,33533.44,,33533.44
,,50,331,62600,INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,10000.0,,,9967.58
,,50,331,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,20000.0,25410.0,,6531.31
,,50,331,63300,"INV. REPOS. MAQUINARIA, INSTALACIONES Y UTILLAJE",57000.0,,,54683.26
,,50,331,6330012,"REM./12 INV. REPOS. MAQUINARIA, INSTALACIONES Y UTILLAJE",,35837.9,,35837.9
,,50,331,63500,INV.REPOS. MOBILIARIO Y ENSERES,1000.0,,,972.84
,,50,331,64100,ADQUISICIÓN DE SOFTWARE,13000.0,,,7147.18
,,50,332,20203,ARREND.LOCALES S.FAMILIA (ESC.ADULTOS),32378.14,,,29520.7
,,50,332,2020312,REM./12 ARREND.LOCALES S.FAMILIA (ESC.ADULTOS),,2381.18,,2381.18
,,50,332,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,6655.12,127.0,,6200.56
,,50,332,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,5424.9,,,3083.15
,,50,332,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",1680.0,,,1504.38
,,50,332,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",3600.0,,,3341.89
,,50,332,21600,REPARA. MANTEN. EQUIPOS PROCESOS INFORM.,600.0,-127.0,,
,,50,332,22000,Ordinario no inventariable.,9601.33,,,12271.33
,,50,332,22001,"Prensa, revistas, libros y otras publicaciones.",100000.0,,,95511.81
,,50,332,22091,RECONOCIMIENTO DE CRÉDITO,,388.03,,388.03
,,50,332,22199,Otros suministros.,12000.0,3500.0,,13512.81
,,50,332,22609,Actividades culturales y deportivas,68841.0,1200.0,,62800.09
,,50,332,2260912,REM./12 ACTIVIDADES CULTURALES Y DEPORTIVAS,,37255.04,,35119.9
,,50,332,22629,CATALOGACION Y RESTAURACION DEL PATRIMONIO,5760.0,,,4242.26
,,50,332,22699,Otros gastos diversos,5000.0,-3500.0,,1049.26
,,50,332,22700,Limpieza y aseo.,205893.96,,,190296.22
,,50,332,2270012,REM./12 LIMPIEZA Y ASEO,,16884.35,,16884.3
